centroid_x,centroid_y,contour_area,countour_perimeter,ellipse_center_x,ellipse_center_y,eccentricity
45,48,7613.5,619.6051193475723,44.413482666015625,49.48436737060547,0.50299371748859834
48,48,7748.5,803.8061298131943,47.659690856933594,46.0330696105957,0.54086556390877638
47,47,8649.0,372.0,47.5,47.5,0.0
49,48,7256.5,1210.7077125310898,47.65570831298828,49.38762283325195,0.56847320485711994
47,45,7914.0,733.2203433513641,47.70200729370117,46.42055892944336,0.53673567202930283
48,45,7623.0,819.2447285652161,47.43411636352539,47.74861145019531,0.5897901281163711
47,47,8649.0,372.0,47.5,47.5,0.0
47,49,7665.5,881.9726504087448,49.05289077758789,49.2958869934082,0.5990276467857103
52,48,7685.5,486.7523070573807,50.557830810546875,48.65190505981445,0.44072613950288253
48,48,7969.5,691.5218590497971,49.75603485107422,46.48398971557617,0.51889158987710904
48,48,7375.0,1042.7838325500488,47.21339797973633,46.13365936279297,0.62353419960096512
46,46,8322.0,554.6518018245697,46.25492477416992,47.174991607666016,0.36564867672725965
47,47,8649.0,372.0,47.5,47.5,0.0
48,46,7844.0,588.3086559772491,47.94597625732422,45.12150192260742,0.48607539285614887
47,47,7141.0,1008.0975408554077,48.938899993896484,44.773681640625,0.56384188516741318
